,word,definition,grouping
5609,transverse,lying or extending crosswise or at right angles to something,adjective
5610,trappings,the dress or insignia associated with a position or status,noun
5611,traumatic,"of, caused by, or causing trauma",adjective
5612,travail,"toil, painfully difficult work",noun
5613,traverse,"to pass or move over, along or through",verb
5614,travesty,any grotesque likeness or imitation of something,noun
5615,treacherous,traitorous,adjective
5616,treachery,betrayal of trust,noun
5617,treasonable,"involving, or constituting treason",adjective
5618,treatise,"a formal, usually lengthy, systematic discourse on a subject",noun
5619,treble,a high or shrill voice or sound,noun
5620,trebly,"having treble, or high-pitched, qualities",adjective
5621,tremendous,"awe-inspiring, terrific",adjective
5622,tremor,to shake or quiver excessively and rapidly or involuntarily,verb
5623,tremulous,"trembling, quivering or shaking",adjective
5624,trenchant,"caustic, cutting, as language or a person",adjective
5625,trepidation,tremulous fear,noun
5626,trestle,a frame with a horizontal beam supported by a pair of legs,noun
5627,triad,a grouping of three,noun
5628,tribune,a person who upholds or defends the rights of the people,noun
5629,trickery,"artifice, deception",noun
5630,tricolor,having three colors,adjective
5631,tricycle,vehicle with 1 large front wheel and 2 smaller rear wheels,noun
5632,trident,a three-pronged spear somewhat resembling a pitchfork,noun
5633,triennial,happening every three years,adjective
5634,trimness,the state of being well arranged or appearing neat,noun
5635,trinity,a group of three people or things,noun
5636,trinket,a small showy ornament or piece of jewelry,noun
5637,triplicate,to make three identical copies of something,verb
5638,triplicity,the state of being triple or threefold,noun
5639,tripod,"a three-legged stand or support, as for a camera",noun
5640,trisect,to cut into three pieces,verb
5641,trite,"lacking in originality, stale",adjective
5642,triumvir,1 of 3 persons associated in any position of authority,noun
5643,trivial,of little significance or value,adjective
5644,troubadour,one of a class of medieval lyric poets,noun
5645,trough,a long box used to hold food and water for animals,noun
5646,truant,a student who stays away from school without permission,noun
5647,truckle,to submit or yield tamely,verb
5648,truculent,fierce,adjective
5649,truism,a self-evident or obvious truth,noun
5650,truncate,to shorten something as if by cutting off part of it,verb
5651,truthful,"honest, and always telling the truth",adjective
5652,tryst,an arrangement between lovers to meet,noun
5653,tumult,violent and noisy commotion of a crowd or mob,noun
5654,turbid,"not clear because of stirred up sediment, opaque, obscured",adjective
5655,turgid,swollen,adjective
5656,turmoil,"a state of great commotion, confusion or disturbance",noun
5657,turpitude,"vile, shameful or base character",noun
5658,tutelage,"the act of guarding or protecting, guardianship",noun
5659,tutelar,"serving as a guardian, protective, tutelary",adjective
5660,tutorship,"the duty of a tutor, tutelage",noun
5661,twinge,"a sudden, sharp pain",noun
5662,typical,capturing the overall sense of a thing,adjective
5663,typify,"to embody, exemplify, to represent by an image",verb
5664,typographical,pertaining to typography or printing,adjective
5665,typography,the art or practice of setting and arranging type,noun
5666,tyrannical,"unjustly cruel, harsh or severe",adjective
5667,tyranny,arbitrary or unrestrained exercise of power,noun
5668,tyro,a learner or beginner,noun
5669,ubiquitous,"existing or being everywhere, omnipresent",adjective
5670,ulterior,beyond what is obvious or evident,adjective
5671,ultimate,"highest, maximum",adjective
5672,ultimatum,"a final, uncompromising demand issued by a party",noun
5673,ultramontane,"pertaining to the area south of the alps, especially italy",adjective
5674,ultramundane,"extraordinary, abnormal",adjective
5675,umbrage,"offense, annoyance, displeasure",noun
5676,umlaut,a mark over a vowel used to indicate a different vowel sound,noun
5677,unaccountable,"inexplicable, unable to account for, or explain",adjective
5678,unaffected,"lacking pretense or affectation, natural",adjective
5679,unalloyed,"not in mixture with other metals, pure",adjective
5680,unanimity,the condition of complete agreement by all parties,noun
5681,unanimous,based on complete assent or agreement,adjective
5682,unassailable,"secure against attack, impregnable",adjective
5683,unassuming,modest and having no pretensions or ostentation,adjective
5684,unavoidable,"impossible to avoid, bound to happen",adjective
5685,unbearable,so unpleasant or painful as to be unendurable,adjective
5686,unbecoming,"not flattering, attractive or appropriate",adjective
5687,unbelief,a lack (or rejection) of belief,noun
5688,unbridled,not controlled or restrained,adjective
5689,uncanny,extraordinary,adjective
5690,unconscionable,"unscrupulous, not guided by conscience",adjective
5691,unconscious,not awake,adjective
5692,unction,"anointing, as a medical treatment or religious rite",noun
5693,unctuous,"excessively smooth, suave or smug",adjective
5694,undeceive,"to free from misconception, deception or error",verb
5695,undercharge,to charge less than the correct amount,verb
5696,underexpose,expose (film or an image) for too short a time,verb
5697,underhanded,sneaky,adjective
5698,underlie,to lie in a position directly beneath,verb
5699,underling,a subordinate,noun
5700,underman,insufficiently furnished with men; short-handed,
5701,undermine,to attempt to subvert through stealth,verb
5702,underpinning,a system of supports beneath a wall,noun
5703,underrate,"to underestimate, to make too low a rate or estimate",verb
5704,underscore,"to underline, to mark a line beneath text",verb
5705,undersell,to sell goods for a lower price than a competitor,verb
5706,understate,to minimise or downplay,verb
5707,underwrite,"to write under, especially under other written matter",verb
5708,undulate,to cause to move in a wavelike motion,verb
5709,undulating,rising and falling like waves,adjective
5710,undulation,a wavelike motion,noun
5711,undulous,undulating,adjective
5712,unduly,excessively,adjective
5713,unequivocal,having only one possible meaning or explanation,adjective
5714,unfavorable,"disadvantageous, adverse, unsuitable",adjective
5715,unfeigned,sincere,adjective
5716,unfetter,free from restraint,verb
5717,unflappable,remaining composed and level-headed at all times,adjective
5718,unflinching,"staying committed despite any difficulty, steadfast",adjective
5719,unfounded,"having no strong foundation, not based on reasons or facts",adjective
5720,unfrock,to remove from status as a member of a clergy,verb
5721,ungainly,"clumsy, lacking grace",adjective
5722,unguent,therapeutic skin cream with medicinal ingredients,noun
5723,unicellular,describing any microorganism that has a single cell,adjective
5724,unification,the process of unifying or uniting,noun
5725,uniform,identical or consistent,noun
5726,unify,"to become one, merge, combine",verb
5727,unilateral,done by one side only,adjective
5728,unimpeachable,"above suspicion, impossible to discredit",adjective
5729,uninhibited,not restrained by social convention or usage,adjective
5730,unintelligible,not capable of being understood,adjective
5731,unisonant,"of a single sound, producing the same sound",adjective
5732,unitarian,a supporter of unity or centralization,noun
5733,univalence,(chemistry) the condition of having a valence of one,noun
5734,univocal,having only one meaning,adjective
5735,unkempt,"dishevelled, untidy, dirty, not kept up",adjective
5736,unobtrusive,"not noticeable or blatant, inconspicuous",adjective
5737,unpalatable,unpleasant to the taste,adjective
5738,unprecedented,"never before seen or done, without precedent",adjective
5739,unravel,to separate the threads (of),verb
5740,unregenerate,which cannot be transformed in mind and spirit,adjective
5741,unremitting,"incessant, never slackening",adjective
5742,unrequited,"unanswered, not returned, not reciprocated, not repaid",adjective
5743,unscathed,"not harmed or damaged in any way, untouched",adjective
5744,unscrupulous,"conscienceless, unprincipled",adjective
5745,unsettle,to make upset or uncomfortable,verb
5746,unsophisticated,without complexity or refinements,adjective
5747,unspeakable,incapable of being spoken or uttered,adjective
5748,untenable,"incapable of being defended, as an argument, thesis, etc",adjective
5749,untimely,at an inopportune time,adjective
5750,untoward,unfavourable or unfortunate,adjective
5751,unutterable,"unspeakable, beyond expression",adjective
